release_date,artist,album,fantano_rating,review_link,number_user_reviews,number_critic_reviews,format,label,genres,producer,website,tracks,features,number_tracks,avg_track_rating,total_length,user_score,critic_score,info_link
"October 30, 2020",Trippie Redd,Pegasus,10,https://youtu.be/utP8MIjgvvo,444,4,LP,TenThousand Projects,"Trap, Pop Rap, Alternative R&B","J.U.S.T.I.C.E. League, Psymun, CHASETHEMONEY, Scott Storch, Outtatown, Star Boy, Wheezy, Angel Lopez, ATL Jacob, Nick Mira, Sean Momberger, Nik D, Cardiak, Rance, Mally Mall, CBMiX, Avedon, OZ, Chopsquad DJ, Oscar Zulu, Deats",NA,"Let It Out [59] (2:56) | Moonlight [57] (2:41) | Love Scars 4 [45] (42:36) | The Nether [48] (2:37) | So Stressed [47] (3:24) | Excitement [48] (4:43) | Mood [21] (2:23) | Pegasus [25] (2:17) | Weeeeee [62] (2:32) | Personal Favorite [58] (2:35) | V-12 [52] (122:06) | Spaceships [56] (2:54) | Never Change [49] (2:53) | Good Morning [32] (3:21) | No Honorable Mention [58] (4:18) | I Got You [56] (3:05) | Too Fly [24] (3:04) | Red Beam [54] (2:07) | Oomps Revenge, Pt. 2 [45] (21:57) | Take One [32] (2:01) | Sleepy Hollow [75] (1:41) | Kid That Didd [52] (3:37) | Don [42] (2:24) | Hell Rain [39] (3:47) | TR666 [56] (663:00) | Sun God [49] (3:12)","Myiah Lynnae | NA | NA | NA | Yung Lb | NA | Chris Brown | NA | NA | Rich The Kid | NA | Young Thug | Future | NA | Quavo, Lil Mosey | Busta Rhymes | NA | Sean Kingston | NA | NA | NA | Future, Doe Boy | NA | Lil Wayne, Hoodybaby | Swae Lee | Myiah Lynnae",26,47.73076923076923,"Total Length: 1 hour, 14 minutes",30,44,https://www.albumoftheyear.org/album/242225-trippie-redd-pegasus.php
"November 13, 2015",BOOTS,AQUΛRIA,60,https://www.youtube.com/watch?v=7HGvtP1so68,22,20,LP,Columbia,Trip Hop,NA,NA,NA,NA,NA,NA,NA,61,66,https://www.albumoftheyear.org/album/42460-boots-aquaria.php
"September 4, 2015",The Wonder Years,No Closer to Heaven,50,https://www.youtube.com/watch?v=75rHMYjYs-c,74,7,LP,Hopeless,"Pop Punk, Alternative Rock",NA,NA,NA,NA,NA,NA,NA,75,79,https://www.albumoftheyear.org/album/40028-the-wonder-years-no-closer-to-heaven.php
"November 22, 2019",Beck,Hyperspace,40,https://www.youtube.com/watch?v=5c9VDBG5Epw,335,27,LP,Capitol Records,"Synthpop, Indie Pop, Electropop",NA,www.beck.com,NA,NA,NA,NA,NA,56,71,https://www.albumoftheyear.org/album/149069-beck-hyperspace.php
"May 21, 2021",Olivia Rodrigo,SOUR,70,https://youtu.be/A5jD5agdfww,3514,21,LP,Geffen Records,"Pop, Pop Rock, Singer-Songwriter, Teen Pop",Dan Nigro,www.oliviarodrigo.com,"brutal [77] (2:23) | traitor [74] (3:49) | drivers license [77] (4:02) | 1 step forward, 3 steps back [66] (2:43) | deja vu [80] (3:35) | good 4 u [80] (2:58) | enough for you [65] (3:22) | happier [70] (2:55) | jealousy, jealousy [77] (2:53) | favorite crime [72] (2:32) | hope ur ok [68] (3:29)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,73.27272727272727,Total Length: 34 minutes,69,78,https://www.albumoftheyear.org/album/350367-olivia-rodrigo-sour.php
"January 25, 2019",WESTSIDE BOOGIE,Everything's For Sale,60,https://www.youtube.com/watch?v=strGSJ96ams,496,8,LP,"Shady, Interscope","Hip Hop, West Coast Hip Hop",NA,NA,NA,NA,NA,NA,NA,67,77,https://www.albumoftheyear.org/album/137139-boogie-everythings-for-sale.php
"May 5, 2014",Lykke Li,I Never Learn,60,https://www.youtube.com/watch?v=U6Zbc8Q3Jgo,503,30,LP,Atlantic,"Indie Pop, Singer-Songwriter, Pop","Greg Kurstin, Rick Nowels, Björn Yttling",lykkeli.com,I Never Learn [93] (3:04) | No Rest For the Wicked [100] (3:42) | Just Like a Dream [85] (4:08) | Silverline [77] (3:52) | Gunshot [96] (3:24) | Love Me Like I'm Not Made of Stone [85] (3:47) | Never Gonna Love Again [91] (4:00) | Heart of Steel [79] (3:54) | Sleeping Alone [83] (2:59),NA | NA | NA | NA | NA | NA | NA | NA | NA,9,87.66666666666667,Total Length: 32 minutes,80,74,https://www.albumoftheyear.org/album/14008-lykke-li-i-never-learn.php
"September 14, 2010",Grinderman,Grinderman 2,70,https://www.youtube.com/watch?v=1RuC_S06xwY,96,23,LP,Anti-,Blues Rock,NA,NA,NA,NA,NA,NA,NA,78,81,https://www.albumoftheyear.org/album/1918-grinderman-grinderman-2.php
"July 22, 2014",Common,Nobody's Smiling,60,https://www.youtube.com/watch?v=O5WQNBn9q8g,72,17,LP,ARTium,Hip Hop,NA,NA,NA,NA,NA,NA,NA,69,74,https://www.albumoftheyear.org/album/16530-common-nobodys-smiling.php
"April 30, 2013",Chance The Rapper,Acid Rap,60,https://www.youtube.com/watch?v=pLGKl1e5_WM,1677,17,Mixtape,No Label,"Hip Hop, Pop Rap","Nosaj Thing, Jake One, Cam O'bi, Blended Babies, Ludwig Göransson, BrandUn DeShay, Peter Cottontale, Nate Fox, Stefan Ponce, Ceej For Two-9, DJ Ozone, Na'el Shehade",NA,Good Ass Intro [89] (3:59) | Pusha Man [84] (2:19) | Paranoia [83] (4:35) | Cocoa Butter Kisses [93] (5:07) | Juice [79] (0:30) | Lost [85] (3:04) | Everybody's Something [80] (4:36) | Interlude (That's Love) [83] (2:29) | Favorite Song [83] (3:05) | Nana [63] (3:20) | Smoke Again [71] (4:32) | Acid Rain [90] (3:36) | Chain Smoker [83] (3:30) | Everything's Good (Good Ass Outro) [87] (5:33),"BJ The Chicago Kid | Nate Fox | Lili K, Nosaj Thing | Vic Mensa, Twista | NA | Noname | Saba, BJ The Chicago Kid | NA | Childish Gambino | Action Bronson | Ab-Soul | NA | NA | NA",14,82.35714285714286,Total Length: 50 minutes,80,82,https://www.albumoftheyear.org/album/6814-chance-the-rapper-acid-rap.php
"June 7, 2011",Snake Oil,Snake Oil,70,https://www.youtube.com/watch?v=9_qPevj08xM,4,1,LP,-,-,NA,NA,NA,NA,NA,NA,NA,67,70,https://www.albumoftheyear.org/album/86262-snake-oil-snake-oil.php
"January 8, 2021",Jazmine Sullivan,Heaux Tales,80,https://youtu.be/-bOIen0lY4s,1057,10,EP,RCA,"Neo-Soul, Contemporary R&B, R&B",NA,jazminesullivanmusic.com,Bodies (Intro) [75] (2:01) | Antoinette's Tale [64] (0:37) | Pick Up Your Feelings [86] (3:49) | Ari's Tale [67] (0:49) | Put It Down [75] (3:21) | On It [78] (3:24) | Donna's Tale [66] (1:10) | Price Tags [75] (4:23) | Rashida's Tale [63] (1:00) | Lost One [75] (2:58) | Precious' Tale [62] (0:43) | The Other Side [78] (3:37) | Amanda's Tale [66] (0:37) | Girl Like Me [74] (3:44),NA | NA | NA | NA | NA | NA | NA | Anderson .Paak | NA | NA | NA | NA | NA | H.E.R.,14,71.71428571428571,Total Length: 32 minutes,72,81,https://www.albumoftheyear.org/album/322381-jazmine-sullivan-heaux-tales.php
"April 13, 2018",Jeffrey Lewis And The Deposit Returners,Works by Tul Kupferberg (1923-2010),70,https://www.youtube.com/watch?v=Dmom8_-isQA,6,1,LP,Don Giovanni,"Folk Punk, Anti-Folk",NA,NA,NA,NA,NA,NA,NA,71,70,https://www.albumoftheyear.org/album/128622-jeffrey-lewis-and-the-deposit-returners-works-by-tul-kupferberg-1923-2010.php
"November 4, 2014",Deerhoof,La Isla Bonita,70,https://www.youtube.com/watch?v=IcU_E2quVBQ,49,25,LP,Polyvinyl,Indie Rock,NA,deerhoof.net,NA,NA,NA,NA,NA,74,72,https://www.albumoftheyear.org/album/19254-deerhoof-la-isla-bonita.php
"February 8, 2019",Xiu Xiu,Girl with Basket of Fruit,90,https://www.youtube.com/watch?v=mW7m4r2Ul2Q,1193,13,LP,Polyvinyl,"Post-Industrial, Experimental, Noise Pop","Greg Saunier, Angela Seo",xiuxiu.org,Girl with Basket of Fruit [94] (4:16) | It Comes Out as a Joke [90] (3:01) | Amargi ve Moo [88] (4:51) | Ice Cream Truck [90] (2:37) | Pumpkin Attack on Mommy and Daddy [94] (5:00) | The Wrong Thing [89] (4:54) | Mary Turner Mary Turner [95] (3:48) | Scisssssssors [92] (4:27) | Normal Love [92] (3:38),NA | NA | NA | NA | NA | NA | NA | NA | NA,9,91.55555555555556,Total Length: 36 minutes,77,73,https://www.albumoftheyear.org/album/131144-xiu-xiu-girl-with-basket-of-fruit.php
"October 19, 2010",Kids & Explosions,Shit Computer,80,https://www.youtube.com/watch?v=nQe_rTrxGyA,8,2,LP,-,"Mashup, Glitch Hop, Folktronica",NA,NA,NA,NA,NA,NA,NA,73,85,https://www.albumoftheyear.org/album/39969-kids-explosions-shit-computer.php
"August 3, 2010",Various Artists,Afro-Beat Airways,80,https://www.youtube.com/watch?v=X5fhQd3JGuc,8,2,Compilation,Analog Africa,Afrobeat,NA,NA,NA,NA,NA,NA,NA,84,81,https://www.albumoftheyear.org/album/86544-various-artists-afro-beat-airways.php
"June 24, 2014",A Sunny Day in Glasgow,Sea When Absent,70,https://www.youtube.com/watch?v=M0EU9vXGHgk,171,21,LP,Lefse,"Shoegaze, Dream Pop",NA,asunnydayinglasgow.com,NA,NA,NA,NA,NA,77,77,https://www.albumoftheyear.org/album/14615-a-sunny-day-in-glasgow-sea-when-absent.php
"January 20, 2017",Foxygen,Hang,70,https://www.youtube.com/watch?v=Su7lhOHdGEY,287,27,LP,Jagjaguwar,"Progressive Pop, Baroque Pop",Foxygen,NA,NA,NA,NA,NA,NA,70,70,https://www.albumoftheyear.org/album/64818-foxygen-hang.php
"August 6, 2021",Catbite,Nice One,70,https://www.youtube.com/watch?v=yJywipy8DXw,30,1,LP,Bad Time,"Ska Punk, Power Pop",NA,NA,Asinine Aesthetic [77] (3:08) | Call Your Bluff [70] (2:32) | Excuse Me Miss [73] (3:00) | Not Ur Baby [73] (2:36) | Stay [80] (3:42) | Creepin [80] (2:54) | Bad Influence [76] (3:06) | TV Screen Beauty Queen [73] (3:07) | Bidi Bidi Bom Bom [70] (3:26) | Lipstick Lines [76] (2:23),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,74.8,Total Length: 29 minutes,69,70,https://www.albumoftheyear.org/album/396242-catbite-nice-one.php
"October 4, 2011",Absu,Abzu,80,https://www.youtube.com/watch?v=xZnmheQqgUs,11,3,LP,-,-,NA,NA,NA,NA,NA,NA,NA,67,75,https://www.albumoftheyear.org/album/61330-absu-abzu.php
"April 2, 2012",Lotus Plaza,Spooky Action at a Distance,60,https://www.youtube.com/watch?v=63hrqTPY-KM,104,14,LP,Kranky,"Neo-Psychedelia, Indie Rock, Shoegaze",NA,NA,NA,NA,NA,NA,NA,77,77,https://www.albumoftheyear.org/album/3403-lotus-plaza-spooky-action-at-a-distance.php
"May 17, 2011",Various Artists,"Brand New Wayo: Funk, Fast Times & Nigerian Boogie Badness 1979-1983",70,https://www.youtube.com/watch?v=TyynHvJiG_4,1,2,Compilation,-,-,NA,NA,NA,NA,NA,NA,NA,75,70,https://www.albumoftheyear.org/album/240167-various-artists-brand-new-wayo-funk-fast-times-nigerian-boogie-badness-1979-1983.php
"August 7, 2015",Mac DeMarco,Another One,70,https://www.youtube.com/watch?v=qVzscNOR2NQ,508,32,EP,Captured Tracks,Jangle Pop,Mac DeMarco,macdemarco.bandcamp.com,The Way You'd Love Her [NA] (2:36) | Another One [NA] (2:40) | No Other Heart [NA] (2:53) | Just to Put Me Down [NA] (3:18) | A Heart Like Hers [NA] (4:01) | I've Been Waiting for Her [NA] (2:47) | Without Me [NA] (2:57) | My House by the Water [NA] (2:34),NA | NA | NA | NA | NA | NA | NA | NA,8,NA,Total Length: 23 minutes,75,74,https://www.albumoftheyear.org/album/31720-mac-demarco-another-one.php
"June 14, 2019",Bill Callahan,Shepherd in a Sheepskin Vest,70,https://www.youtube.com/watch?v=_qziLUViJtU,297,23,LP,Drag City,"Singer-Songwriter, Americana",NA,NA,NA,NA,NA,NA,NA,74,83,https://www.albumoftheyear.org/album/152004-bill-callahan-shepherd-in-a-sheepskin-vest.php
"February 25, 2021",King Gizzard and the Lizard Wizard,L.W.,70,https://youtu.be/reMxrzKTyNU,747,16,LP,"KGLW, Flightless","Psychedelic Rock, Heavy Psych, Progressive Rock",Stu Mackenzie,NA,"If Not Now, Then When? [79] (3:50) | O.N.E. [83] (3:40) | Pleura [72] (4:11) | Supreme Ascendancy [78] (3:39) | Static Electricity [81] (5:49) | East West Link [74] (3:08) | Ataraxia [73] (5:17) | See Me [77] (4:04) | K.G.L.W. [82] (8:28)",NA | NA | NA | NA | NA | NA | NA | NA | NA,9,77.66666666666667,Total Length: 42 minutes,69,78,https://www.albumoftheyear.org/album/325401-king-gizzard-and-the-lizard-wizard-lw.php
"November 11, 2014",Big K.R.I.T.,Cadillactica,60,https://www.youtube.com/watch?v=j8AtABx7z-k,247,12,LP,Def Jam,"Hip Hop, Southern Hip Hop",NA,bigkrit.com,NA,NA,NA,NA,NA,76,81,https://www.albumoftheyear.org/album/21515-big-krit-cadillactica.php
"September 18, 2020",Lil Tecca,Virgo World,30,https://youtu.be/ArYDzjzA0GQ,206,3,LP,Republic,"Pop Rap, Trap, East Coast Hip Hop","Skrillex, DJ Scheme, Nuri, Xavi, Spaceman, Nick Mira, Rex Kudo, Ambezza, MjNichols, Z3N, Sevn Thomas, Blake Slatkin, Mike Hector, Taz Taylor, Kid Culture, Rio Leyva, C4Bombs, Brackz",NA,NA,NA,NA,NA,NA,40,47,https://www.albumoftheyear.org/album/234303-lil-tecca-virgo-world.php
"June 23, 2017",Algiers,The Underside of Power,80,https://www.youtube.com/watch?v=2xKdxJYSns4,434,24,LP,Matador,Post-Punk,NA,NA,NA,NA,NA,NA,NA,77,84,https://www.albumoftheyear.org/album/78573-algiers-the-underside-of-power.php
"May 27, 2014",Trash Talk,No Peace,50,https://www.youtube.com/watch?v=CvqtFg4CDLc,21,11,LP,Odd Future,Hardcore Punk,NA,www.trashtalkhc.com,NA,NA,NA,NA,NA,62,66,https://www.albumoftheyear.org/album/15272-trash-talk-no-peace.php
"April 23, 2010",Crystal Castles,(II),70,https://www.youtube.com/watch?v=II-Dj_gtRL4,634,26,LP,"Fiction, Last Gang","Synthpop, Electroclash",NA,www.crystalcastles.com,NA,NA,NA,NA,NA,80,74,https://www.albumoftheyear.org/album/1610-crystal-castles-crystal-castles.php
"June 2, 2017",alt-J,Relaxer,50,https://www.youtube.com/watch?v=ka1Ko6n9FW0,550,35,LP,"Infectious, Atlantic","Art Pop, Progressive Pop",Charlie Andrew,altjband.com,3WW [78] (5:00) | In Cold Blood [77] (3:26) | House of the Rising Sun [60] (5:20) | Hit Me Like That Snare [43] (3:37) | Deadcrush [88] (3:52) | Adeline [88] (5:50) | Last Year [82] (6:06) | Pleader [82] (5:48),NA | NA | NA | NA | NA | NA | NA | NA,8,74.75,Total Length: 39 minutes,64,67,https://www.albumoftheyear.org/album/74083-alt-j-relaxer.php
"June 19, 2012",Fiona Apple,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do,90,https://www.youtube.com/watch?v=A6dKpFq0IxU,1621,29,LP,Epic,"Singer-Songwriter, Art Pop","Fiona Apple, Charley Drayton",www.fiona-apple.com,Every Single Night [98] (3:29) | Daredevil [95] (3:28) | Valentine [99] (3:32) | Jonathan [95] (5:03) | Left Alone [96] (4:50) | Werewolf [97] (3:12) | Periphery [95] (4:58) | Regret [96] (5:16) | Anything We Want [96] (4:40) | Hot Knife [98] (4:02),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,96.5,Total Length: 42 minutes,87,87,https://www.albumoftheyear.org/album/3570-fiona-apple-the-idler-wheel-is-wiser-than-the-driver-of-the-screw-and-whipping-cords-will-serve-you-more-than-ropes-will-ever-do.php
"June 15, 2010",Devo,Something for Everybody,60,https://www.youtube.com/watch?v=Gko3qhyrBAw,31,16,LP,Warner Bros.,New Wave,NA,NA,NA,NA,NA,NA,NA,64,70,https://www.albumoftheyear.org/album/1777-devo-something-for-everybody.php
"April 16, 2021",Cannibal Corpse,Violence Unimagined,70,https://youtu.be/6lqoxQzTOgc,173,11,LP,Metal Blade,Death Metal,NA,NA,"Murderous Rampage [NA] (4:07) | Necrogenic Resurrection [NA] (3:06) | Inhumane Harvest [NA] (4:32) | Condemnation Contagion [NA] (4:17) | Surround, Kill, Devour [NA] (4:10) | Ritual Annihilation [NA] (3:48) | Follow the Blood [NA] (4:39) | Bound and Burned [NA] (4:04) | Slowly Sawn [NA] (3:30) | Overtorture [NA] (2:28) | Cerements of the Flayed [NA] (4:07)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,NA,Total Length: 42 minutes,67,80,https://www.albumoftheyear.org/album/331495-cannibal-corpse-violence-unimagined.php
"May 21, 2013",Daft Punk,Random Access Memories,80,https://www.youtube.com/watch?v=tTUBoFVi-HY,2783,48,LP,Columbia,"Disco, Nu-Disco, Electro-Disco, Electronic, Synth Funk","Julian Casablancas, Todd Edwards, Thomas Bangalter, DJ Falcon, Guy-Manuel De Homem-Christo",www.daftpunk.com,Give Life Back to Music [90] (4:34) | The Game of Love [88] (5:22) | Giorgio by Moroder [95] (9:04) | Within [87] (3:48) | Instant Crush [94] (5:37) | Lose Yourself to Dance [88] (5:53) | Touch [94] (8:18) | Get Lucky [94] (6:09) | Beyond [86] (4:50) | Motherboard [84] (5:41) | Fragments of Time [88] (4:39) | Doin' It Right [86] (4:11) | Contact [92] (6:21),"NA | NA | NA | NA | Julian Casablancas | Pharrell Williams | Paul Williams | Pharrell Williams, Nile Rodgers | NA | NA | Todd Edwards | Panda Bear | NA",13,89.6923076923077,"Total Length: 1 hour, 14 minutes",84,83,https://www.albumoftheyear.org/album/6162-daft-punk-random-access-memories.php
"November 3, 2017",Sam Smith,The Thrill of It All,40,https://www.youtube.com/watch?v=htvR_dBs3eg,263,17,LP,Capitol Records,Pop Soul,"Timbaland, Emile Haynie, Jimmy Napes, Stargate, Angel Lopez, Malay, Tyler Johnson",NA,NA,NA,NA,NA,NA,59,65,https://www.albumoftheyear.org/album/91528-sam-smith-the-thrill-of-it-all.php
"April 17, 2020",Westside Gunn,Pray for Paris,60,https://www.youtube.com/watch?v=fsTud32GJrg,1256,6,LP,"Griselda, Empire","Hip Hop, Hardcore Hip Hop, East Coast Hip Hop, Abstract Hip Hop","Tyler, the Creator, The Alchemist, Westside Gunn, DJ Premier, DJ Muggs, Daringer, Camoflauge Monk, Beat Butcha, Conductor Williams, Bohemia Lynch, Jay Versace",NA,400 Million Plus Tax [79] (1:08) | No Vacancy [86] (1:35) | George Bondo [95] (4:44) | 327 [98] (275:49) | French Toast [74] (4:48) | Euro Step [90] (1:49) | Allah Sent Me [95] (4:50) | $500 Ounces [98] (4:12) | Versace [90] (2:04) | Claiborne Kick [86] (3:17) | Shawn vs. Flair [89] (2:21) | Party wit Pop Smoke [90] (2:14) | LE Djoliba [88] (2:23),"NA | NA | Conway the Machine, Benny The Butcher | Tyler, the Creator, Billie Essco | Wale, Joyce Wrice | NA | Benny The Butcher, Conway the Machine | Freddie Gibbs, Roc Marciano | NA | Boldy James | NA | Keisha Plum | Cartier William",13,89.07692307692308,Total Length: 41 minutes,74,77,https://www.albumoftheyear.org/album/211321-westside-gunn-pray-for-paris.php
"June 8, 2010",Ariel Pink's Haunted Graffiti,Before Today,80,https://www.youtube.com/watch?v=S4HW7jmRXeE,342,23,LP,4AD,"Psychedelic Pop, Hypnagogic Pop",NA,NA,NA,NA,NA,NA,NA,81,79,https://www.albumoftheyear.org/album/1609-ariel-pinks-haunted-graffiti-before-today.php
"May 10, 2011",Balkans,Balkans,70,https://www.youtube.com/watch?v=Pj9pEejYtFc,11,3,LP,-,-,NA,NA,NA,NA,NA,NA,NA,77,63,https://www.albumoftheyear.org/album/86602-balkans-balkans.php
"July 31, 2020",Imperial Triumphant,Alphaville,80,https://youtu.be/dOLtyjU0oVg,322,7,LP,Century Media,"Avant-Garde Metal, Technical Death Metal",NA,NA,NA,NA,NA,NA,NA,77,87,https://www.albumoftheyear.org/album/245964-imperial-triumphant-alphaville.php
"May 26, 2014",Ben Frost,A U R O R A,50,https://www.youtube.com/watch?v=Blz9I0q2Hq8,172,18,LP,-,"Dark Ambient, Electronic",NA,ethermachines.com,NA,NA,NA,NA,NA,75,79,https://www.albumoftheyear.org/album/14649-ben-frost-a-u-r-o-r-a.php
"September 13, 2019",Alex G,House of Sugar,50,https://www.youtube.com/watch?v=RZyr_nc936Q,754,20,LP,Domino,"Indie Folk, Neo-Psychedelia, Psychedelic Folk",NA,sandyalexg.com,Walk Away [67] (4:16) | Hope [72] (2:36) | Southern Sky [89] (3:12) | Gretel [83] (3:10) | Taking [89] (2:14) | Near [78] (2:09) | Project 2 [89] (22:22) | Bad Man [89] (1:51) | Sugar [83] (2:48) | In My Arms [89] (2:43) | Cow [83] (2:44) | Crime [67] (3:59) | Sugarhouse [72] (3:41),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,80.76923076923077,Total Length: 37 minutes,77,81,https://www.albumoftheyear.org/album/157746-alex-g-house-of-sugar.php
"May 5, 2017",Full of Hell,Trumpeting Ecstasy,60,https://www.youtube.com/watch?v=h2XMQrZ6Ywk,105,7,LP,Profound Lore,"Grindcore, Powerviolence",NA,NA,NA,NA,NA,NA,NA,75,79,https://www.albumoftheyear.org/album/75684-full-of-hell-trumpeting-ecstasy.php
"October 23, 2015",Joanna Newsom,Divers,80,https://www.youtube.com/watch?v=GasAQC2TVcA,620,40,LP,Drag City,"Singer-Songwriter, Chamber Folk",NA,NA,"Anecdotes [95] (6:27) | Sapokanikan [95] (5:10) | Leaving the City [95] (3:48) | Goose Eggs [90] (5:01) | Waltz of the 101st Lightborne [94] (5:21) | The Things I Say [89] (2:35) | Divers [94] (7:06) | Same Old Man [84] (2:26) | You Will Not Take My Heart Alive [89] (4:01) | A Pin-Light Bent [95] (4:26) | Time, As a Symptom [98] (5:28)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,92.54545454545456,Total Length: 51 minutes,85,88,https://www.albumoftheyear.org/album/38822-joanna-newsom-divers.php
"October 25, 2011",The Spits,The Spits,60,https://www.youtube.com/watch?v=jR4A97iLRxg,4,4,LP,-,-,NA,NA,NA,NA,NA,NA,NA,61,72,https://www.albumoftheyear.org/album/32616-the-spits-the-spits.php
"January 18, 2011",Smith Westerns,Dye It Blonde,70,https://www.youtube.com/watch?v=q1go3WwvCvY,93,28,LP,Fat Possum,Indie Rock,NA,www.smithwesternsmusic.com,NA,NA,NA,NA,NA,79,79,https://www.albumoftheyear.org/album/2041-smith-westerns-dye-it-blonde.php
"August 23, 2010",Luke Abbott,Holkham Drones,80,https://www.youtube.com/watch?v=czrckuVdzUk,19,8,LP,Border Community,"IDM, Ambient Techno, Electronic",NA,NA,NA,NA,NA,NA,NA,77,80,https://www.albumoftheyear.org/album/16940-luke-abbott-holkham-drones.php
"March 7, 2011",Burzum,Fallen,60,https://www.youtube.com/watch?v=RS6qsVXB7h8,52,3,LP,Byelobog Productions,Black Metal,"Pytten, Varg Vilkernes",NA,NA,NA,NA,NA,NA,61,67,https://www.albumoftheyear.org/album/40017-burzum-fallen.php
"March 1, 2013",The Drones,I See Seaweed,80,https://www.youtube.com/watch?v=Q7UfcEtU8AM,102,3,LP,Self-Released,Alternative Rock,NA,NA,NA,NA,NA,NA,NA,80,86,https://www.albumoftheyear.org/album/6975-the-drones-i-see-seaweed.php
"May 8, 2020",Natalia Lafourcade,"Un Canto por México, Vol. 1",80,https://www.youtube.com/watch?v=wTbjkUPpbhA,435,3,LP,Sony,Folk,NA,NA,NA,NA,NA,NA,NA,80,80,https://www.albumoftheyear.org/album/209684-natalia-lafourcade-un-canto-por-mexico.php
"August 28, 2012",Swans,The Seer,80,https://www.youtube.com/watch?v=ZAKIxgzgNJ8,1291,33,LP,Young God,"Post-Rock, Experimental Rock, Noise Rock, Drone",Michael Gira,swans.pair.com,Lunacy [97] (6:08) | Mother of the World [93] (9:57) | The Wolf [87] (1:35) | The Seer3 [94] (32:14) | The Seer Returns [92] (6:17) | 93 Ave. Blues [92] (5:21) | The Daughter Brings the Water [87] (2:40) | Song for a Warrior [92] (3:58) | Avatar [93] (8:51) | A Piece of the Sky1 [97] (19:10) | Apostate2 [97] (23:01),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,92.8181818181818,"Total Length: 1 hour, 59 minutes",87,86,https://www.albumoftheyear.org/album/3995-swans-the-seer.php
"February 11, 2022",alt-J,The Dream,60,https://www.youtube.com/watch?v=xvn1eG99Mfs,534,26,LP,Infectious,"Art Pop, Indietronica",Charlie Andrew,altjband.com,Bane [70] (5:10) | U&ME [67] (3:18) | Hard Drive Gold [63] (2:38) | Happier When You’re Gone [65] (4:00) | The Actor [70] (4:00) | Get Better [62] (5:51) | Chicago [68] (3:55) | Philadelphia [74] (3:38) | Walk a Mile [64] (6:29) | Delta [56] (1:00) | Losing My Mind [66] (4:42) | Powders [63] (4:41),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,65.66666666666667,Total Length: 49 minutes,63,78,https://www.albumoftheyear.org/album/417680-alt-j-the-dream.php
